번호,개방자치단체코드,관리번호,인허가일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,소재지전화,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,좌표정보(x),좌표정보(y)
3446,3660000,3.66E+17,2000-07-13,3,폐업,2,폐업,485-7582,대전광역시 서구 월평동 241번지 만년오피스텔 104,"대전광역시 서구 월평북로 95 (월평동,만년오피스텔 104)",,디엔씨동물병원,2006-10-24 16:52,I,2018-08-31 23:59,233942.5115,318025.3682
3447,3660000,3.66E+17,2001-02-09,3,폐업,2,폐업,545-8575,대전광역시 서구 관저동 1293,,,나라동물병원,2009-08-07 17:43,I,2018-08-31 23:59,,
3448,3660000,3.66E+17,2001-04-07,3,폐업,2,폐업,527-7582,대전광역시 서구 탄방동 54-19번지,대전광역시 서구 계룡로 589 (탄방동),35263,24시간아프리카동물병원,2015-07-17 17:17,I,2018-08-31 23:59,234865.9241,315758.4651
3449,3660000,3.66E+17,1998-03-14,3,폐업,2,폐업,489-7588,대전광역시 서구 둔산동 1081번지,대전광역시 서구 둔산로 18 (둔산동),,길 동물병원,2012-02-27 17:01,I,2018-08-31 23:59,233654.4627,316849.527
3450,3660000,3.66E+17,2001-10-29,3,폐업,2,폐업,482-2275,대전광역시 서구 갈마동 1046-1번지,대전광역시 서구 대덕대로161번길 5 (갈마동),,둔산종합동물병원,2005-06-03 17:13,I,2018-08-31 23:59,233655.4391,316415.4438
3451,3660000,3.66E+17,2002-09-11,3,폐업,2,폐업,487-5675,대전광역시 서구 갈마동 712번지,대전광역시 서구 신갈마로 274 (갈마동),35227,그린동물병원,2017-04-28 11:29,I,2018-08-31 23:59,233235.4348,317462.1177
3452,3660000,3.66E+17,2002-11-18,3,폐업,2,폐업,,대전광역시 서구 둔산동 990번지,대전광역시 서구 둔산로31번길 31 (둔산동),,디즈니동물병원,2007-08-14 16:49,I,2018-08-31 23:59,233792.005,316989.04
3453,3660000,3.66E+17,2003-03-10,3,폐업,2,폐업,,대전광역시 서구 도마동 142-53번지,대전광역시 서구 도산로 58 (도마동),,마크로도마동물병원,2005-03-31 17:40,I,2018-08-31 23:59,234056.7143,312621.6902
3454,3660000,3.66E+17,2003-04-14,3,폐업,2,폐업,484-2297,대전광역시 서구 만년동 269번지,대전광역시 서구 만년남로 3 (만년동),,연세동물병원,2006-05-25 10:19,I,2018-08-31 23:59,233716.2589,318365.6261
3455,3660000,3.66E+17,2003-10-17,3,폐업,2,폐업,042-538-0211,대전광역시 서구 괴정동 423-1,,,펫마스터클럽 동물병원,2004-02-10 13:29,I,2018-08-31 23:59,,
3456,3660000,3.66E+17,2003-12-06,3,폐업,2,폐업,,대전광역시 서구 가장동 42-3번지,대전광역시 서구 도산로 280 (가장동),,가장동물병원,2011-07-13 12:52,I,2018-08-31 23:59,234503.2404,314595.7255
3457,3660000,3.66E+17,2003-07-25,3,폐업,2,폐업,546-7478,대전광역시 서구 관저동 1403번지 느리울타워 104호,대전광역시 서구 관저동로 70 (관저동),35381,관저동물병원,2016-06-01 17:10,I,2018-08-31 23:59,230558.0274,310889.7121
3458,3660000,3.66E+17,2004-02-12,3,폐업,2,폐업,472-7117,대전광역시 서구 도마동 546-2번지,대전광역시 서구 배재로 120 (도마동),,코란도 동물병원,2012-12-10 17:09,I,2018-08-31 23:59,233262.713,313243.3986
3459,3660000,3.66E+17,2004-02-19,3,폐업,2,폐업,,대전광역시 서구 갈마동 261-23번지1층1호,,,갈마종합동물병원,2005-03-31 17:38,I,2018-08-31 23:59,,
3460,3660000,3.66E+17,2004-02-26,3,폐업,2,폐업,,대전광역시 서구 괴정동 423-1번지,,,펫마스터동물병원,2004-08-26 13:47,I,2018-08-31 23:59,,
3461,3660000,3.66E+17,2004-05-14,3,폐업,2,폐업,487-0839,대전광역시 서구 탄방동 1028번지,대전광역시 서구 문정로 138 (탄방동),,24시 동물병원,2008-06-03 14:07,I,2018-08-31 23:59,235363.4202,316256.4333
3462,3660000,3.66E+17,2004-07-26,3,폐업,2,폐업,,대전광역시 서구 둔산동 959-2번지 3층,,,아이러브팻 동물병원,2004-08-20 16:43,I,2018-08-31 23:59,,
3463,3660000,3.66E+17,2004-08-24,3,폐업,2,폐업,476-7585,대전광역시 서구 둔산동 959-2번지 3층,,,아이러브팻 동물병원,2004-10-12 11:45,I,2018-08-31 23:59,,
3464,3660000,3.66E+17,2004-10-08,3,폐업,2,폐업,042-532-4875,대전광역시 서구 괴정동 110-21  번지,,,블루 동물병원,2005-05-11 10:14,I,2018-08-31 23:59,,
3465,3660000,3.66E+17,2004-10-18,3,폐업,2,폐업,042-476-7586,대전광역시 서구 둔산동 959-2   번지,,,아이러브팻 동물병원,2004-12-17 16:10,I,2018-08-31 23:59,,
3466,3660000,3.66E+17,2004-11-15,3,폐업,2,폐업,,대전광역시 서구 갈마동 361-7   번지,,,사랑의 동물병원,2007-03-19 13:17,I,2018-08-31 23:59,,
3467,3660000,3.66E+17,2004-12-22,3,폐업,2,폐업,042-476-7585,대전광역시 서구 둔산동 959-2번지,대전광역시 서구 둔산북로 41 (둔산동),,로얄벳동물병원,2005-10-21 18:16,I,2018-08-31 23:59,233873.026,317345.7572
3468,3660000,3.66E+17,2004-12-28,3,폐업,2,폐업,042-488-7582,대전광역시 서구 월평동 510번지 월마트1층,"대전광역시 서구 한밭대로 580 (월평동,월마트1층)",,쿨펫 동물병원,2010-11-08 15:19,I,2018-08-31 23:59,232507.1845,317488.1079
3469,3660000,3.66E+17,2005-04-07,3,폐업,2,폐업,,대전광역시 서구 갈마동 261-23번지,,,갈마종합동물병원,2010-01-13 11:23,I,2018-08-31 23:59,,
3470,3660000,3.66E+17,2005-04-07,3,폐업,2,폐업,042-536-7522,대전광역시 서구 도마동 172-13,,,도마동물병원,2006-01-02 17:45,I,2018-08-31 23:59,,
3471,3660000,3.66E+17,2005-04-29,3,폐업,2,폐업,486-3375,대전광역시 서구 월평동 429번지,대전광역시 서구 한밭대로570번길 8 (월평동),,마크로24시 동물병원,2005-08-25 11:39,I,2018-08-31 23:59,232403.4223,317521.6805
3472,3660000,3.66E+17,2005-10-25,3,폐업,2,폐업,,대전광역시 서구 둔산동 959-2번지 이마트(3층),"대전광역시 서구 둔산북로 41 (둔산동,이마트(3층))",,로얄벳동물병원,2012-05-24 10:00,I,2018-08-31 23:59,233873.026,317345.7572
3473,3660000,3.66E+17,2005-12-23,3,폐업,2,폐업,,대전광역시 서구 정림동 593번지,대전광역시 서구 정림로 66 (정림동),,연이동물병원,2010-12-29 18:28,I,2018-08-31 23:59,232741.9877,311775.0627
3474,3660000,3.66E+17,2006-01-06,3,폐업,2,폐업,,대전광역시 서구 도마동 172-12번지,,,도마동물병원,2007-08-02 13:10,I,2018-08-31 23:59,,
3475,3660000,3.66E+17,2006-04-27,3,폐업,2,폐업,485-7585,대전광역시 서구 월평동 백합아파트 상가 118호,,,선사 동물병원,2008-05-06 15:18,I,2018-08-31 23:59,,
3476,3660000,3.66E+17,2006-12-28,3,폐업,2,폐업,,대전광역시 서구 괴정동 113-11  번지,,,유성환 동물병원,2009-02-25 17:22,I,2018-08-31 23:59,,
3477,3660000,3.66E+17,2007-03-21,3,폐업,2,폐업,042-535-7585,대전광역시 서구 갈마동 361-7   번지,,,사랑의 동물병원,2008-01-17 11:52,I,2018-08-31 23:59,,
3478,3660000,3.66E+17,2007-03-21,3,폐업,2,폐업,486-7582,대전광역시 서구 탄방동 54-19번지,대전광역시 서구 계룡로 589 (탄방동),35263,24시간아프리카 동물병원,2018-06-04 9:11,I,2018-08-31 23:59,234865.9241,315758.4651
3479,3660000,3.66E+17,2007-05-30,3,폐업,2,폐업,,대전광역시 서구 탄방동 591번지 홈플러스4층,"대전광역시 서구 둔산중로 1 (탄방동,홈플러스4층)",,쿨펫 동물병원 둔산점,2011-06-29 15:00,I,2018-08-31 23:59,234596.5032,316328.5841
3480,3660000,3.66E+17,2008-01-22,3,폐업,2,폐업,,대전광역시 서구 갈마동 361-7   번지,,,사랑의동물병원,2012-01-04 15:42,I,2018-08-31 23:59,,
3481,3660000,3.66E+17,2008-06-08,3,폐업,2,폐업,487-0839,대전광역시 서구 탄방동 1028번지 서림빌딩,"대전광역시 서구 문정로 138, 서림빌딩 (탄방동)",35255,24시 동물병원,2019-11-21 16:24,U,2019-11-23 2:40,235363.4202,316256.4333
3482,3660000,3.66E+17,2010-11-11,3,폐업,2,폐업,042-488-7582,대전광역시 서구 월평동 510번지 이마트2층,"대전광역시 서구 한밭대로 580 (월평동,이마트2층)",,쿨펫동물병원,2010-11-15 11:43,I,2018-08-31 23:59,232507.1845,317488.1079
3483,3660000,3.66E+17,2010-11-16,3,폐업,2,폐업,042-488-7582,대전광역시 서구 월평동 510번지 이마트2층,"대전광역시 서구 한밭대로 580 (월평동,이마트2층)",,쿨펫동물병원,2011-04-27 9:58,I,2018-08-31 23:59,232507.1845,317488.1079
3484,3660000,3.66E+17,2012-01-06,3,폐업,2,폐업,042-535-7585,대전광역시 서구 갈마동 361-7번지 502호,대전광역시 서구 갈마로69번길 3 (갈마동),35272,사랑의 동물병원,2013-11-04 15:26,I,2018-08-31 23:59,233113.0649,316231.4946
3485,3660000,3.66E+17,2012-03-19,3,폐업,2,폐업,042-581-7582,대전광역시 서구 복수동 600-1번지,대전광역시 서구 복수동로66번길 39 (복수동),35412,JD동물병원,2016-10-28 15:25,I,2018-08-31 23:59,233727.4284,310921.1867
3486,3660000,3.66E+17,2012-04-19,3,폐업,2,폐업,042-472-6125,대전광역시 서구 둔산동 959번지,대전광역시 서구 둔산북로 41 (둔산동),35229,이리온for몰리스,2014-02-28 11:08,I,2018-08-31 23:59,233836.1561,317345.4858
3487,3660000,3.66E+17,2013-04-05,3,폐업,2,폐업,,대전광역시 서구 월평동 300 무지개아파트,"대전광역시 서구 청사서로 11 (월평동, 무지개아파트)",35219,아이피드동물병원,2023-01-31 14:42,U,2023-02-02 2:40,233630.4704,317624.7617
3488,3660000,3.66E+17,2013-07-02,3,폐업,2,폐업,,대전광역시 서구 탄방동 1033번지,대전광역시 서구 문정로 146 (탄방동),35255,코기와 펠리의 동물병원,2017-03-23 16:59,I,2018-08-31 23:59,235429.4462,316326.7478
3489,3660000,3.66E+17,2013-11-14,3,폐업,2,폐업,,대전광역시 서구 갈마동 361-7번지,대전광역시 서구 갈마로69번길 3 (갈마동),35272,러브펫동물병원,2016-03-15 13:04,I,2018-08-31 23:59,233113.0649,316231.4946
3490,3660000,3.66E+17,2014-02-28,3,폐업,2,폐업,472-6125,대전광역시 서구 둔산동 959-2번지 이마트둔산점3층,"대전광역시 서구 둔산북로 41 (둔산동, 이마트둔산점3층)",35229,이리온 for 몰리스,2019-11-12 10:29,U,2019-11-14 2:40,233873.026,317345.7572
3491,3660000,3.66E+17,2014-07-16,3,폐업,2,폐업,,대전광역시 서구 둔산동 1380-2 홈플러스대전둔산점,"대전광역시 서구 문예로 107, 홈플러스대전둔산점 4층 2호 (둔산동)",35236,아이러브펫동물병원둔산점,2021-09-23 13:32,U,2021-09-25 2:40,234850.9449,317347.418
3492,3660000,3.66E+17,2015-06-25,3,폐업,2,폐업,,대전광역시 서구 관저동 1090번지,대전광역시 서구 관저중로80번길 8 (관저동),35378,란 동물병원,2016-11-29 14:50,I,2018-08-31 23:59,230105.3024,310982.785
3493,3660000,3.66E+17,2015-09-14,3,폐업,2,폐업,542-8461,대전광역시 서구 가수원동 1062번지 리더스프라자비,"대전광역시 서구 도안동로 9, 리더스프라자비 (가수원동)",35368,람보동물병원(가수원점),2019-06-25 16:00,U,2019-06-27 2:40,231590.3567,311741.4357
3494,3660000,3.66E+17,2016-03-16,3,폐업,2,폐업,535-7585,대전광역시 서구 갈마동 361-7번지,"대전광역시 서구 갈마로69번길 3, 1층 (갈마동)",35272,러브펫 동물병원,2018-04-23 13:36,I,2018-08-31 23:59,233113.0649,316231.4946
3495,3660000,3.66E+17,2016-08-02,3,폐업,2,폐업,488-2777,대전광역시 서구 둔산동 1276번지,"대전광역시 서구 둔산로 57, 2층 (둔산동)",35233,타임동물메디컬센터,2016-10-21 9:18,I,2018-08-31 23:59,234066.0431,316817.8988
3496,3660000,3.66E+17,2016-10-21,3,폐업,2,폐업,042-488-2777,대전광역시 서구 둔산동 1276번지,대전광역시 서구 둔산로 57 (둔산동),35233,타임동물메디컬센터,2019-04-19 16:30,U,2019-04-21 2:40,234066.0431,316817.8988
3497,3660000,3.66E+17,2017-08-28,3,폐업,2,폐업,042-582-8494,대전광역시 서구 관저동 1115번지,대전광역시 서구 관저중로95번길 74 (관저동),35372,세움 동물병원,2019-09-19 17:50,U,2019-09-21 2:40,229816.7785,311185.038
3498,3660000,3.66E+17,2018-06-05,3,폐업,2,폐업,042)486-7582,대전광역시 서구 탄방동 54-19번지,대전광역시 서구 계룡로 589 (탄방동),35263,아프리카동물병원,2018-10-19 17:47,U,2018-10-21 2:36,234865.9241,315758.4651
3499,5420000,5.42E+17,1981-09-17,3,폐업,2,폐업,672-1458,경상남도 고성군 거류면 당동리 171-5번지,경상남도 고성군 거류면 당동5길 16,52925,거류가축병원,2020-01-06 13:49,U,2020-01-08 2:40,328248.8415,166539.3459
3500,5450000,5.45E+17,2001-03-28,3,폐업,2,폐업,,경상남도 산청군 산청읍 산청리 228-1번지,,,우방가축병원,2005-11-29 14:42,I,2018-08-31 23:59,,
3501,5450000,5.45E+17,1964-05-25,3,폐업,2,폐업,,경상남도 산청군 생초면 어서리 300-2번지,,,생초가축병원,2015-01-07 16:11,I,2018-08-31 23:59,275609.8531,221881.1003
3502,5450000,5.45E+17,1966-04-10,3,폐업,2,폐업,972-3036,경상남도 산청군 신등면 단계리 663번지,,,단계가축병원,2009-11-23 9:47,I,2018-08-31 23:59,291721.7218,209272.0947
3503,5450000,5.45E+17,1979-07-24,3,폐업,2,폐업,,경상남도 산청군 단성면 성내리 251-3번지 가축병원,"경상남도 산청군 단성면 목화로 995, 가축병원",52251,단성가축병원,2019-11-21 14:23,U,2019-11-23 2:40,287117.5898,200423.9081
3504,5450000,5.45E+17,1992-07-08,3,폐업,2,폐업,,경상남도 산청군 금서면 주상리 238번지,,,산청동물병원,2004-02-11 10:11,I,2018-08-31 23:59,,
3505,5450000,5.45E+17,2001-11-28,3,폐업,2,폐업,055-973-2109,경상남도 산청군 산청읍 옥산리 438번지,,,산청가축병원,2017-07-18 10:16,I,2018-08-31 23:59,,
3506,5450000,5.45E+17,2005-11-23,3,폐업,2,폐업,055-937-0034,경상남도 산청군 산청읍 지리 336-1번지,,,지리산 동물병원,2006-03-23 9:03,I,2018-08-31 23:59,279783.0375,213126.1849
3507,5450000,5.45E+17,2005-11-29,3,폐업,2,폐업,055-973-4501,경상남도 산청군 산청읍 산청리 179-1번지,,,산청축협 동물병원,2008-01-09 14:37,I,2018-08-31 23:59,279606.1936,213233.2908
3508,5450000,5.45E+17,2009-09-21,3,폐업,2,폐업,055-974-1230,경상남도 산청군 산청읍 산청리 200번지,,,강동물병원,2011-01-07 15:58,I,2018-08-31 23:59,279719.5668,213478.7498
3509,5420000,5.42E+17,2003-04-28,3,폐업,2,폐업,673-7737,경상남도 고성군 회화면 배둔리 819-49,경상남도 고성군 회화면 회진로 27-13,52915,경남축산가축병원,2022-11-03 15:07,U,2022-11-05 2:40,324775.4613,173867.0183
3510,5420000,5.42E+17,2003-12-10,3,폐업,2,폐업,674-6680,경상남도 고성군 고성읍 동외리 287-12번지,경상남도 고성군 고성읍 동외로 163-14,52942,고성동물병원,2015-07-24 9:14,I,2018-08-31 23:59,320950.1085,164915.5188
3511,5420000,5.42E+17,2005-04-15,3,폐업,2,폐업,674-5345,경상남도 고성군 고성읍 동외리 286-15번지,경상남도 고성군 고성읍 동외로 170,52941,가야동물병원,2020-04-14 15:19,U,2020-04-16 2:40,321038.4866,164963.7693
3512,5420000,5.42E+17,2011-11-29,3,폐업,2,폐업,,경상남도 고성군 고성읍 송학리 260-13번지,경상남도 고성군 고성읍 동외로 175,52942,부화동물병원,2019-01-15 10:02,U,2019-01-17 2:40,321003.8195,165027.6826
3513,5410000,5.41E+17,2011-05-30,3,폐업,2,폐업,,경상남도 창녕군 영산면 동리 137-9번지,경상남도 창녕군 영산면 로터리길 17,50347,하태주동물병원,2015-01-28 19:16,I,2018-08-31 23:59,338666.8522,218190.4774
3514,5410000,5.41E+17,2014-06-10,3,폐업,2,폐업,055-532-5336,경상남도 창녕군 창녕읍 말흘리 161-1번지,경상남도 창녕군 창녕읍 척경비로 11,50329,영남동물병원,2017-02-01 18:02,I,2018-08-31 23:59,336157.6241,227582.3309
3515,5310000,5.31E+17,1976-01-15,3,폐업,2,폐업,,경상남도 진주시 수곡면 대천리 122번지,,,수곡가축병원,2010-01-11 10:42,I,2018-08-31 23:59,,
3516,5310000,5.31E+17,1976-04-09,3,폐업,2,폐업,741-8504,경상남도 진주시 장대동 138-10번지,경상남도 진주시 장대로20번길 1 (장대동),,진주가축병원,2008-11-13 11:57,I,2018-08-31 23:59,299076.6764,188798.0635
3517,5310000,5.31E+17,1983-05-09,3,폐업,2,폐업,754-6017,경상남도 진주시 일반성면 창촌리 729-16번지,경상남도 진주시 일반성면 동부로 1953,,반성가축병원,2010-01-28 17:22,I,2018-08-31 23:59,316186.7209,186573.5525
3518,5310000,5.31E+17,1991-06-18,3,폐업,2,폐업,756-0282,경상남도 진주시 일반성면 창촌리 740-4번지,경상남도 진주시 일반성면 동부로 1927,,문태식가축병원,2007-06-20 15:17,I,2018-08-31 23:59,316104.7876,186789.7983
3519,5310000,5.31E+17,1994-10-12,3,폐업,2,폐업,743-1072,경상남도 진주시 봉곡동 489-14번지,경상남도 진주시 진주대로 1234-1 (봉곡동),,에덴동물병원,2008-03-03 14:24,I,2018-08-31 23:59,297228.929,188794.8504
3520,5310000,5.31E+17,1994-10-17,3,폐업,2,폐업,746-1147,경상남도 진주시 장대동 101-3번지,경상남도 진주시 장대로5번길 4 (장대동),,효성동물병원,2010-01-28 17:23,I,2018-08-31 23:59,299060.5407,188640.7955
3521,5310000,5.31E+17,1997-07-10,3,폐업,2,폐업,759-1887,경상남도 진주시 하대동 316-1번지,경상남도 진주시 하대로 96-1 (하대동),,크로바종합동물병원,2005-06-27 11:38,I,2018-08-31 23:59,302137.8552,188770.9175
3522,5310000,5.31E+17,1999-01-18,3,폐업,2,폐업,757-1887,경상남도 진주시 상대동 310-12번지,경상남도 진주시 동진로 220 (상대동),,크로바동물병원,2010-01-28 17:24,I,2018-08-31 23:59,301505.9901,187287.8451
3523,5310000,5.31E+17,1999-05-28,3,폐업,2,폐업,757-1973,경상남도 진주시 하대동 654-4번지,,,고려동물병원,2004-12-01 13:33,I,2018-08-31 23:59,,
3524,5310000,5.31E+17,2000-10-31,3,폐업,2,폐업,747-7767,경상남도 진주시 계동 142번지,경상남도 진주시 진주대로 1115 (계동),,코디동물병원,2010-01-28 17:26,I,2018-08-31 23:59,298349.7627,189124.5787
3525,5310000,5.31E+17,2001-06-11,3,폐업,2,폐업,752-5981,경상남도 진주시 강남동 1-14 번지,,,파란동물병원,2015-08-13 17:40,I,2018-08-31 23:59,,
3526,5310000,5.31E+17,2002-05-10,3,폐업,2,폐업,748-0963,경상남도 진주시 평안동 201번지,경상남도 진주시 진주대로1079번길 4 (평안동),,한백동물병원,2010-01-28 17:28,I,2018-08-31 23:59,298548.1105,189050.5094
3527,5310000,5.31E+17,2002-07-03,3,폐업,2,폐업,758-3260,경상남도 진주시 호탄동 620-20번지,경상남도 진주시 호탄길 7 (호탄동),,신우동물병원,2005-01-14 11:45,I,2018-08-31 23:59,301587.6731,185333.3927
3528,5310000,5.31E+17,2002-11-28,3,폐업,2,폐업,759-7999,경상남도 진주시 상평동 259-2번지,경상남도 진주시 돗골로14번길 16 (상평동),,세기축산동물병원,2005-02-05 10:52,I,2018-08-31 23:59,301463.0588,186140.0769
3529,5310000,5.31E+17,2003-01-14,3,폐업,2,폐업,748-8275,경상남도 진주시 장대동 63-1번지,경상남도 진주시 진양호로 577 (장대동),,가야동물병원,2005-04-21 15:22,I,2018-08-31 23:59,299053.5036,188896.3546
3530,5310000,5.31E+17,2003-03-10,3,폐업,2,폐업,748-8555,경상남도 진주시 신안동 13-14번지,경상남도 진주시 진양호로 386 (신안동),,이근상동물병원,2008-09-30 13:23,I,2018-08-31 23:59,297386.8582,188022.179
3531,5310000,5.31E+17,2003-03-10,3,폐업,2,폐업,763-0072,경상남도 진주시 강남동 197번지,경상남도 진주시 진주대로 925 (강남동),,세종동물병원,2010-01-28 18:32,I,2018-08-31 23:59,299116.9342,187604.7598
3532,5310000,5.31E+17,2004-09-07,3,폐업,2,폐업,757-1887,경상남도 진주시 상대동 303-33  번지,,,상대동물병원,2018-02-06 12:57,I,2018-08-31 23:59,,
3533,5310000,5.31E+17,2003-04-21,3,폐업,2,폐업,,경상남도 진주시 상대동,,,크로바동물병원,2003-05-23 13:33,I,2018-08-31 23:59,,
3534,5310000,5.31E+17,2003-11-15,3,폐업,2,폐업,,경상남도 진주시 강남동,,,세종동물병원,2004-12-30 10:46,I,2018-08-31 23:59,,
3535,5310000,5.31E+17,2004-03-31,3,폐업,2,폐업,,경상남도 진주시 하대동 3166번지,,,크로바동물병원,2005-05-06 11:25,I,2018-08-31 23:59,,
3536,5310000,5.31E+17,2004-07-27,3,폐업,2,폐업,055-746-8275,경상남도 진주시 이현동 23-6번지,경상남도 진주시 서장대로 290 (이현동),,남강동물병원,2009-11-30 11:33,I,2018-08-31 23:59,296905.754,188623.6036
3537,5310000,5.31E+17,2009-01-16,3,폐업,2,폐업,763-0072,경상남도 진주시 강남동 197번지,경상남도 진주시 진주대로 925 (강남동),,세종동물병원,2019-03-14 19:53,U,2019-03-16 2:40,299116.9342,187604.7598
3538,5310000,5.31E+17,2005-05-07,3,폐업,2,폐업,759-1887,경상남도 진주시 하대동 316-6번지,,,해맑은동물병원,2018-06-26 13:10,I,2018-08-31 23:59,302123.6143,188744.2326
3539,5310000,5.31E+17,2006-04-04,3,폐업,2,폐업,,경상남도 진주시 금산면 중천리 276-12번지,경상남도 진주시 금산면 중천로 39,,해오름동물병원,2018-12-07 13:35,U,2018-12-11 2:40,303913.8704,191509.0646
3540,5310000,5.31E+17,2006-04-19,3,폐업,2,폐업,741-0775,경상남도 진주시 상봉동 903-1   번지,,,상봉동물병원,2006-05-08 16:43,I,2018-08-31 23:59,,
3541,5310000,5.31E+17,2007-06-22,3,폐업,2,폐업,,경상남도 진주시 일반성면 창촌리 657-5번지,,,동부동물병원,2013-12-02 16:31,I,2018-08-31 23:59,316292.5684,186435.3363
3542,5310000,5.31E+17,2009-03-27,3,폐업,2,폐업,,경상남도 진주시 인사동 3번지 이마트 2층,"경상남도 진주시 진양호로 477 (인사동,이마트 2층)",,펫프렌즈동물병원,2009-07-15 19:11,I,2018-08-31 23:59,298054.5275,188573.552
3543,5310000,5.31E+17,2009-07-16,3,폐업,2,폐업,055-746-3375,경상남도 진주시 인사동 3번지 이마트 2층,"경상남도 진주시 진양호로 477 (인사동,이마트 2층)",,펫프렌즈동물병원(진주),2012-11-05 15:45,I,2018-08-31 23:59,298054.5275,188573.552
3544,5470000,5.47E+17,2002-05-07,3,폐업,2,폐업,943-7588,경상남도 거창군 거창읍 대동리 729-17번지,경상남도 거창군 거창읍 거열로 208,,거창종합동물병원,2015-11-02 15:28,I,2018-08-31 23:59,282866.288,243844.2412
3545,5400000,5.40E+17,1976-01-29,3,폐업,2,폐업,,경상남도 함안군 대산면 구혜리 301번지,,,대산가축병원,2006-01-17 9:54,I,2018-08-31 23:59,329312.3462,207192.2648
3546,5400000,5.40E+17,1985-05-07,3,폐업,2,폐업,,경상남도 함안군 칠원면 용산리 108번지,경상남도 함안군 칠원면 구성길 3,,칠원가축병원,2013-10-04 16:05,I,2018-08-31 23:59,337972.8525,201907.4328
3547,5400000,5.40E+17,1993-12-03,3,폐업,2,폐업,,경상남도 함안군 칠원면 구성리 676-3,경상남도 함안군 칠원면 삼칠로 131,52025,대관령동물병원(산업동물출장전문동물병원),2021-01-06 15:42,U,2021-01-08 2:40,338133.5554,202024.4737
3548,5400000,5.40E+17,1998-09-24,3,폐업,2,폐업,055-586-0085,경상남도 함안군 대산면 구혜리 317-27번지,경상남도 함안군 대산면 대산중앙4길 45-3,52011,현대동물병원,2018-11-02 14:59,U,2018-11-04 2:35,329730.7974,206762.4034
3549,5400000,5.40E+17,2003-06-23,3,폐업,2,폐업,,경상남도 함안군 칠서면 이룡리 1034-4   번지,,,경남유우진료소,2005-04-04 9:29,I,2018-08-31 23:59,,
3550,5340000,5.34E+17,2005-07-05,3,폐업,2,폐업,854-8575,경상남도 사천시 사천읍 선인리 194-4   번지,,,사천바이엘동물병원,2007-06-04 10:34,I,2018-08-31 23:59,,
3551,4270000,4.27E+17,1975-09-04,3,폐업,2,폐업,,강원도 영월군 주천면 주천리 1236번지,,,민관가축병원,2005-06-18 11:21,I,2018-08-31 23:59,,
3552,4270000,4.27E+17,1975-06-16,3,폐업,2,폐업,,강원도 영월군 영월읍 하송리,,,김가축병원,2013-06-28 9:05,I,2018-08-31 23:59,,
3553,4270000,4.27E+17,1988-05-02,3,폐업,2,폐업,033-373-0788,강원도 영월군 영월읍 영흥리 845-10,강원도 영월군 영월읍 중앙로 75,,강원동물병원,2021-09-17 14:20,U,2021-09-19 2:40,330657.0366,410096.4588
3554,4270000,4.27E+17,2003-12-24,3,폐업,2,폐업,,강원도 영월군 영월읍 영흥리 948-12번지,강원도 영월군 영월읍 단종로 5,,축협동물병원,2005-09-21 10:27,I,2018-08-31 23:59,330292.3368,410135.2912
3555,4270000,4.27E+17,2005-01-07,3,폐업,2,폐업,033-375-1551,강원도 영월군 영월읍 덕포리 574-91번지,강원도 영월군 영월읍 덕포시장길 6,,한마음 동물병원,2014-09-12 15:18,I,2018-08-31 23:59,331071.1041,409833.9033
3556,4270000,4.27E+17,2009-08-26,3,폐업,2,폐업,,강원도 영월군 영월읍 영흥리 911-6   번지,,,유 동물병원,2010-05-05 15:33,I,2018-08-31 23:59,,
3557,4270000,4.27E+17,2010-08-11,3,폐업,2,폐업,,강원도 영월군 영월읍 영흥리 911-6번지,,,위 동물병원,2011-04-08 16:14,I,2018-08-31 23:59,,
3558,4290000,4.29E+17,1985-05-21,3,폐업,2,폐업,,강원도 정선군 정선읍 봉양리 220번지,,,정선가축병원,2013-05-16 16:08,I,2018-08-31 23:59,,
3559,5480000,5.48E+17,1991-04-16,3,폐업,2,폐업,,경상남도 합천군 합천읍 합천리 709-2 4통1반,경상남도 합천군 합천읍 충효로 58,50236,변수의과,2021-03-23 17:57,U,2021-03-25 2:40,305185.2301,230149.6844
3560,5480000,5.48E+17,1995-07-20,3,폐업,2,폐업,,경상남도 합천군 합천읍 합천리 669-24번지,경상남도 합천군 합천읍 충효로3길 11,,축협동물병원,2012-01-04 14:30,I,2018-08-31 23:59,305288.8239,230188.7793
3561,5480000,5.48E+17,1999-12-30,3,폐업,2,폐업,055-933-0058,경상남도 합천군 대양면 정양리 102-5번지,경상남도 합천군 대양면 동부로 25,,합천축협동물병원,2009-04-28 16:57,I,2018-08-31 23:59,305517.5235,229112.8352
3562,5480000,5.48E+17,2002-09-11,3,폐업,2,폐업,,경상남도 합천군 야로면 구정리 265,경상남도 합천군 야로면 가야산로 350-7,,서동물병원,2021-11-08 14:02,U,2021-11-10 2:40,305772.5588,245740.6069
3563,5480000,5.48E+17,2003-04-17,3,폐업,2,폐업,,경상남도 합천군 대병면 회양리 890-4번지 1통3반,경상남도 합천군 대병면 신성동1길 4,50216,대병가축병원,2014-09-16 10:44,I,2018-08-31 23:59,292075.9974,225203.2897
